time_s,vibration_gyro_rms,vibration_accel_rms,altitude_m_baro,temperature_C_baro,motor_output_mean_pwm,altitude_m_ekf
35.9464,0.004325187798326569,9.729383248154857,0.0,0.0,900.0,-0.09703793624546071
35.9504,0.004713266593254105,9.718514622582623,0.0,0.0,900.0,-0.0970401861357197
35.9544,0.00332897895929885,9.728158076596301,0.0,0.0,900.0,-0.09704243602597869
35.9584,0.0032174788747821688,9.7225492983126,0.0,0.0,900.0,-0.09704468591623767
35.9624,0.003330333049262389,9.720439904359731,0.0,0.0,900.0,-0.09704693580649666
35.9664,0.004900866879005623,9.71632377797523,0.0,0.0,900.0,-0.09704918569675565
35.9704,0.005385405063684455,9.69438297188761,0.0,0.0,900.0,-0.09705143558701464
35.9744,0.005100575752245848,9.685200186972546,0.0,0.0,900.0,-0.09705368547727364
35.9784,0.005373752164500092,9.69273049687441,0.0,0.0,900.0,-0.09705593536753263
35.982399,0.004052460605782075,9.69590201946661,0.0,0.0,900.0,-0.09705818469531904
35.986399,0.0033899148743414265,9.724443092168434,0.0,0.0,900.0,-0.09706043458557803
35.9904,0.004002603697584492,9.707535316131148,0.0,0.0,900.0,-0.09706268503830959
35.994399,0.003494875928203754,9.709954588809959,0.0,0.0,900.0,-0.097064934366096
35.9992,0.0037542038885689973,9.719294465821838,0.0,0.0,900.0,-0.09706763479687937
36.0032,0.004840244929564011,9.692633229415327,0.0,0.0,900.0,-0.09706988468713836
36.007199,0.004375176180697829,9.696586156188959,0.0,0.0,900.0,-0.09707213401492477
36.0112,0.004519525181188467,9.712933785367666,0.0,0.0,900.0,-0.09707163748275896
36.0152,0.00425801956262038,9.685886134982796,0.0,0.0,900.0,-0.09707070891204327
36.0192,0.00413731243486508,9.68738784125166,0.0,0.0,900.0,-0.09706978034132759
36.023199,0.004036162839094396,9.677769723534576,0.0,0.0,900.0,-0.09706885200275457
36.0272,0.004194504518007049,9.699981528520533,0.0,0.0,900.0,-0.0970679231998962
36.0312,0.003776341795629646,9.722777539680951,0.0,0.0,900.0,-0.09706699462918052
36.0352,0.0034853021582584975,9.71351309380602,0.0,0.0,900.0,-0.09706606605846482
36.0392,0.004170643259978611,9.693193541025092,0.0,0.0,900.0,-0.09706513748774913
36.0432,0.003500085472415357,9.696307224701913,0.0,0.0,900.0,-0.09706420891703343
36.047199,0.0027956975508372306,9.698259965566692,0.0,0.0,900.0,-0.09706328057846043
36.0512,0.003065795151277877,9.715788676885154,0.0,0.0,900.0,-0.09706235177560206
36.055205,0.0034311881713451346,9.71510036054228,0.0,0.0,900.0,-0.09706142204417298
36.0592,0.003756113676700438,9.708916173708145,0.0,0.0,900.0,-0.09706049463417069
36.063201,0.0041281269749636204,9.714734237656629,0.0,0.0,900.0,-0.09705956583131231
36.0672,0.0038517126451693153,9.706076384468865,0.0,0.0,900.0,-0.0970586374927393
36.0712,0.0038382314658874,9.723627833219904,0.0,0.0,900.0,-0.09705770892202362
36.0752,0.0031167978111723196,9.725677064755793,0.0,0.0,900.0,-0.09705678035130792
36.0792,0.003142674841401027,9.718320747665315,0.0,0.0,900.0,-0.09705585178059223
36.0832,0.003766242226204565,9.673698445862785,0.0,0.0,900.0,-0.09705492320987655
36.0872,0.0031313350722520406,9.679199227934161,0.0,0.0,900.0,-0.09705399463916085
36.0912,0.0023677536162071467,9.676612078977456,0.0,0.0,900.0,-0.09705306606844516
36.095199,0.0025678068874221247,9.684452766195763,0.0,0.0,900.0,-0.09705213772987215
